63,1,2024-11-27 18:54:16.916968,7,"{'min': 701, 'max': 800}",433.9801819818018,250.0,164.799542223866,35.0,0.2794805414823701,143.69881164091447,6,"{'carts': 5.0, 'catalogue': 5.0, 'front-end': 5.0, 'orders': 5.0, 'payment': 5.0, 'shipping': 5.0, 'user': 5.0}","{'carts': {'cpu_utilization': 15.531794728998005, 'throttles': 0.3167033747023169, 'processes': 0, 'load_average': 0.0, 'threads': 192.625, 'memory_utilization': 482412544.0, 'io_time': 6.927712896932435e-08, 'read_seconds': 0.0, 'write_seconds': 2.1029273983068065e-07}, 'catalogue': {'cpu_utilization': 3.723523112585736, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22621297.777777776, 'io_time': 8.690514067509696e-08, 'read_seconds': 0.0, 'write_seconds': 3.4831144039042984e-07}, 'front-end': {'cpu_utilization': 13.644165081779718, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 820504320.0, 'io_time': 7.280762666617269e-08, 'read_seconds': 0.0, 'write_seconds': 2.401547821927544e-07}, 'orders': {'cpu_utilization': 3.1680705473233886, 'throttles': 0.0024203098352748097, 'processes': 0, 'load_average': 0.0, 'threads': 153.4, 'memory_utilization': 460585369.6, 'io_time': 7.440440015462417e-08, 'read_seconds': 0.0, 'write_seconds': 2.330392299106681e-07}, 'payment': {'cpu_utilization': 0.14101244478849298, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 15830766.933333334, 'io_time': 8.320202956098286e-08, 'read_seconds': 0.0, 'write_seconds': 2.9905183658198565e-07}, 'shipping': {'cpu_utilization': 0.36553179709897393, 'throttles': 0.00018497951108521594, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423412992.0, 'io_time': 7.654028711703193e-08, 'read_seconds': 0.0, 'write_seconds': 2.776745735667869e-07}, 'user': {'cpu_utilization': 2.642998997646772, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 48.8235294117647, 'memory_utilization': 27042996.70588235, 'io_time': 8.519446177136113e-08, 'read_seconds': 0.0, 'write_seconds': 3.207620451971171e-07}}","{'orders': 3.6, 'payment': 3.6, 'shipping': 3.6, 'user': 3.6, 'carts': 5.0, 'catalogue': 5.0, 'front-end': 5.0}",308.4983538647805,None,0.0,120.0,"[0, '98.70226879501034', '206.1670662433851', '185.09470752089157', '166.96658711217128', '174.8205091734785', '164.67516447368206', '177.8231323793861', '170.48755924170658', '163.3584070796453', '156.84185803757748', '164.799542223866', '164.799542223866']"
64,2,2024-11-27 18:56:45.720242,7,"{'min': 701, 'max': 800}",718.8000000000001,250.0,143.58035714285865,29.400000000000006,0.2724123745357835,119.39726346670079,6,"{'carts': 5.0, 'catalogue': 5.0, 'front-end': 5.0, 'orders': 3.6, 'payment': 3.6, 'shipping': 3.6, 'user': 3.6}","{'carts': {'cpu_utilization': 16.236748161673717, 'throttles': 0.3320790702265234, 'processes': 0, 'load_average': 0.0, 'threads': 209.0, 'memory_utilization': 484069961.14285713, 'io_time': 8.18437546263172e-08, 'read_seconds': 0.0, 'write_seconds': 6.262843606575471e-07}, 'catalogue': {'cpu_utilization': 3.1442257877529864, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22532608.0, 'io_time': 7.328482246514215e-08, 'read_seconds': 0.0, 'write_seconds': 5.787902555779308e-07}, 'front-end': {'cpu_utilization': 12.811085370721385, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 882038647.4666667, 'io_time': 7.829989861034949e-08, 'read_seconds': 0.0, 'write_seconds': 6.274115442638803e-07}, 'orders': {'cpu_utilization': 4.345894090234397, 'throttles': 0.050047349315439756, 'processes': 0, 'load_average': 0.0, 'threads': 153.0, 'memory_utilization': 460794733.71428573, 'io_time': 7.893105152180129e-08, 'read_seconds': 0.0, 'write_seconds': 6.444324926604363e-07}, 'payment': {'cpu_utilization': 0.20712570725143215, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 15939840.0, 'io_time': 8.208607971637804e-08, 'read_seconds': 0.0, 'write_seconds': 6.299107254888336e-07}, 'shipping': {'cpu_utilization': 0.5043959065577156, 'throttles': 0.0003094412312962974, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423337984.0, 'io_time': 8.170128641137986e-08, 'read_seconds': 0.0, 'write_seconds': 6.211065884683218e-07}, 'user': {'cpu_utilization': 3.6660644456220512, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 49.0, 'memory_utilization': 27081472.0, 'io_time': 8.203251044700322e-08, 'read_seconds': 0.0, 'write_seconds': 6.149868818583876e-07}}","{'catalogue': 3.6, 'front-end': 3.6, 'payment': 2.6, 'shipping': 2.6, 'user': 2.6, 'carts': 5.0, 'orders': 3.6}",262.97762060955944,None,0.0,120.0,"[0, '223.92168674698726', '180.58800785013503', '177.1026392961885', '159.3961538461536', '140.73294117647214', '129.7250000000041', '152.57187017001166', '148.0128152910411', '160.37356163151605', '152.2170138888883', '143.58035714285865', '143.58035714285865']"
65,3,2024-11-27 18:58:50.000101,7,"{'min': 701, 'max': 800}",680.8332533253326,250.0,164.30387736699538,23.6,0.23358503183265467,104.74169932782377,5,"{'carts': 5.0, 'catalogue': 3.6, 'front-end': 3.6, 'orders': 3.6, 'payment': 2.6, 'shipping': 2.6, 'user': 2.6}","{'carts': {'cpu_utilization': 15.16567669268948, 'throttles': 0.29745098895020927, 'processes': 0, 'load_average': 0.0, 'threads': 209.0, 'memory_utilization': 484608000.0, 'io_time': 9.804244147787952e-08, 'read_seconds': 0.0, 'write_seconds': 2.2836023316582388e-06}, 'catalogue': {'cpu_utilization': 4.457667884610139, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22320859.42857143, 'io_time': 9.607607834985133e-08, 'read_seconds': 0.0, 'write_seconds': 2.2631572408460297e-06}, 'front-end': {'cpu_utilization': 17.67691823160727, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 884015360.0, 'io_time': 9.591736735893239e-08, 'read_seconds': 0.0, 'write_seconds': 2.092953532274284e-06}, 'orders': {'cpu_utilization': 4.046802579133085, 'throttles': 0.090277747622772, 'processes': 0, 'load_average': 0.0, 'threads': 153.66666666666666, 'memory_utilization': 460447470.93333334, 'io_time': 9.275810840333411e-08, 'read_seconds': 0.0, 'write_seconds': 2.1847944764934324e-06}, 'payment': {'cpu_utilization': 0.2807733126805304, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 15764918.857142856, 'io_time': 1.0425788401257227e-07, 'read_seconds': 0.0, 'write_seconds': 2.3023332659274154e-06}, 'shipping': {'cpu_utilization': 0.7467184447107204, 'throttles': 0.029347674370996297, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423399168.0, 'io_time': 1.0302005882048333e-07, 'read_seconds': 0.0, 'write_seconds': 2.2121649464866826e-06}, 'user': {'cpu_utilization': 4.830565265105003, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 48.8, 'memory_utilization': 26983082.666666668, 'io_time': 9.908061635987456e-08, 'read_seconds': 0.0, 'write_seconds': 2.1589947052349256e-06}}","{'catalogue': 2.8, 'front-end': 2.8, 'payment': 2.0, 'user': 2.0, 'carts': 5.0, 'orders': 3.6, 'shipping': 2.6}",269.04557669481915,None,0.0,120.0,"[0, '99.59266227657562', '201.30260350478974', '173.5433526011543', '164.27818335969312', '158.06555772993963', '163.71335929508743', '182.49317406143433', '173.26746724890904', '169.09564293305107', '164.39684376816066', '164.30387736699538', '164.30387736699538']"
66,4,2024-11-27 19:00:58.617909,7,"{'min': 701, 'max': 800}",717.335303530353,250.0,180.30349288256542,20.8,0.1889920906891105,82.90821978476794,4,"{'carts': 5.0, 'catalogue': 2.8, 'front-end': 2.8, 'orders': 3.6, 'payment': 2.0, 'shipping': 2.6, 'user': 2.0}","{'carts': {'cpu_utilization': 16.264932489738456, 'throttles': 0.22947881103952109, 'processes': 0, 'load_average': 0.0, 'threads': 209.0, 'memory_utilization': 484914176.0, 'io_time': 7.84191387942313e-08, 'read_seconds': 0.0, 'write_seconds': 4.398256919204376e-07}, 'catalogue': {'cpu_utilization': 5.8312582800937385, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22526464.0, 'io_time': 6.860930441335365e-08, 'read_seconds': 0.0, 'write_seconds': 4.036299250206129e-07}, 'front-end': {'cpu_utilization': 24.38892397271423, 'throttles': 0.0002380268055480274, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 903254893.7142857, 'io_time': 7.494961904321021e-08, 'read_seconds': 0.0, 'write_seconds': 4.083397621374115e-07}, 'orders': {'cpu_utilization': 4.123875933545946, 'throttles': 0.0766302032409579, 'processes': 0, 'load_average': 0.0, 'threads': 153.35714285714286, 'memory_utilization': 460930486.85714287, 'io_time': 6.730680679505585e-08, 'read_seconds': 0.0, 'write_seconds': 2.878262147078517e-07}, 'payment': {'cpu_utilization': 0.33068246354634845, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 15488614.4, 'io_time': 6.929915084928773e-08, 'read_seconds': 0.0, 'write_seconds': 3.851418793234824e-07}, 'shipping': {'cpu_utilization': 0.7087992995767073, 'throttles': 0.030042181554702823, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423316138.6666667, 'io_time': 7.180140564068713e-08, 'read_seconds': 0.0, 'write_seconds': 4.0688229395166725e-07}, 'user': {'cpu_utilization': 6.292213660862315, 'throttles': 2.2690910086237614e-05, 'processes': 0, 'load_average': 0.0, 'threads': 49.0, 'memory_utilization': 26863104.0, 'io_time': 7.514785429123518e-08, 'read_seconds': 0.0, 'write_seconds': 4.293321256449883e-07}}","{'payment': 1.6, 'user': 1.6, 'carts': 5.0, 'catalogue': 2.8, 'front-end': 2.8, 'orders': 3.6, 'shipping': 2.6}",263.21171266733336,None,0.0,120.0,"[0, '98.34406783273069', '98.86552496400964', '98.70163442294867', '106.3081638533329', '136.9413831624391', '124.11459046324762', '121.34733964152349', '118.19891831975849', '117.97894466197624', '163.31692307692265', '180.30349288256542', '180.30349288256542']"
67,5,2024-11-27 19:03:01.665373,7,"{'min': 701, 'max': 800}",726.535883588359,250.0,171.131215469612,20.0,0.20770902708641129,90.610033683181,4,"{'carts': 5.0, 'catalogue': 2.8, 'front-end': 2.8, 'orders': 3.6, 'payment': 1.6, 'shipping': 2.6, 'user': 1.6}","{'carts': {'cpu_utilization': 14.356607517053414, 'throttles': 0.18009172872202675, 'processes': 0, 'load_average': 0.0, 'threads': 209.0, 'memory_utilization': 485298176.0, 'io_time': 5.5247515375197354e-08, 'read_seconds': 0.0, 'write_seconds': 1.2395772646557453e-07}, 'catalogue': {'cpu_utilization': 5.840317344358194, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22481773.714285713, 'io_time': 5.690400674260104e-08, 'read_seconds': 0.0, 'write_seconds': 1.294987008614321e-07}, 'front-end': {'cpu_utilization': 23.80578371498571, 'throttles': 0.0008035251927221437, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 905063424.0, 'io_time': 6.269074791812749e-08, 'read_seconds': 0.0, 'write_seconds': 1.343186752067731e-07}, 'orders': {'cpu_utilization': 4.537795433621017, 'throttles': 0.16124979930165367, 'processes': 0, 'load_average': 0.0, 'threads': 153.2, 'memory_utilization': 460489796.26666665, 'io_time': 6.040559325191517e-08, 'read_seconds': 0.0, 'write_seconds': 1.3103358226557744e-07}, 'payment': {'cpu_utilization': 0.3967483512052179, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 14304597.333333334, 'io_time': 5.6048657044770245e-08, 'read_seconds': 0.0, 'write_seconds': 1.197741965357474e-07}, 'shipping': {'cpu_utilization': 0.7269725360054389, 'throttles': 0.05913938939412695, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423403520.0, 'io_time': 5.77868276822113e-08, 'read_seconds': 0.0, 'write_seconds': 1.3063775255888857e-07}, 'user': {'cpu_utilization': 7.892079372743097, 'throttles': 0.00054857661076001, 'processes': 0, 'load_average': 0.0, 'threads': 49.0, 'memory_utilization': 26869760.0, 'io_time': 6.11082599553696e-08, 'read_seconds': 0.0, 'write_seconds': 1.339908750393152e-07}}","{'catalogue': 2.2, 'payment': 1.3, 'carts': 5.0, 'front-end': 2.8, 'orders': 3.6, 'shipping': 2.6, 'user': 1.6}",261.741249152793,None,0.0,120.0,"[0, '99.05419136325146', '138.43646408839874', '119.55084745762608', '161.21739130435003', '164.24148912864965', '151.84094903339115', '169.15059445178468', '162.33354430379765', '156.70687575392196', '173.2721373062987', '171.13121546961372', '171.131215469612']"
68,6,2024-11-27 19:05:05.189415,7,"{'min': 701, 'max': 800}",735.5358835883588,250.0,286.9444444444456,19.1,-1.0,-1.0,-1,"{'carts': 5.0, 'catalogue': 2.2, 'front-end': 2.8, 'orders': 3.6, 'payment': 1.3, 'shipping': 2.6, 'user': 1.6}","{'carts': {'cpu_utilization': 15.598147171097615, 'throttles': 0.26556685809258135, 'processes': 0, 'load_average': 0.0, 'threads': 209.0, 'memory_utilization': 485285888.0, 'io_time': 6.172678602604569e-08, 'read_seconds': 0.0, 'write_seconds': 1.2863708653558312e-07}, 'catalogue': {'cpu_utilization': 8.225401507287849, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22426770.285714287, 'io_time': 6.720243127294198e-08, 'read_seconds': 0.0, 'write_seconds': 1.4069706470988325e-07}, 'front-end': {'cpu_utilization': 24.679117296724858, 'throttles': 0.0008381846101243694, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 902276352.0, 'io_time': 6.816266224337874e-08, 'read_seconds': 0.0, 'write_seconds': 1.6986919291460178e-07}, 'orders': {'cpu_utilization': 4.748501229101894, 'throttles': 0.11164837668351883, 'processes': 0, 'load_average': 0.0, 'threads': 153.33333333333334, 'memory_utilization': 460448290.1333333, 'io_time': 6.770483626048571e-08, 'read_seconds': 0.0, 'write_seconds': 1.5625512952617243e-07}, 'payment': {'cpu_utilization': 0.5308868637001272, 'throttles': 0.00011995929750213975, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 14306304.0, 'io_time': 6.512326963359481e-08, 'read_seconds': 0.0, 'write_seconds': 1.4994214341153995e-07}, 'shipping': {'cpu_utilization': 0.7752506221212995, 'throttles': 0.06919485781618033, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423409152.0, 'io_time': 6.357625953007637e-08, 'read_seconds': 0.0, 'write_seconds': 1.4216231736217714e-07}, 'user': {'cpu_utilization': 8.320162424843211, 'throttles': 0.0006315958660981448, 'processes': 0, 'load_average': 0.0, 'threads': 49.375, 'memory_utilization': 26943488.0, 'io_time': 6.738830977692464e-08, 'read_seconds': 0.0, 'write_seconds': 1.529874241375694e-07}}",,-1.0,None,1.0,20.0,"[0, '286.9444444444456']"
69,7,2024-11-27 19:05:27.614688,7,"{'min': 701, 'max': 800}",731.9,250.0,162.41037735849193,20.0,0.22647671507972805,98.47356307883564,5,"{'carts': 5.0, 'catalogue': 2.8, 'front-end': 2.8, 'orders': 3.6, 'payment': 1.6, 'shipping': 2.6, 'user': 1.6}","{'carts': {'cpu_utilization': 16.787596147086244, 'throttles': 0.316326774540231, 'processes': 0, 'load_average': 0.0, 'threads': 209.0, 'memory_utilization': 485553152.0, 'io_time': 6.829983628100858e-08, 'read_seconds': 0.0, 'write_seconds': 3.8657707335148975e-07}, 'catalogue': {'cpu_utilization': 5.702120128673745, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22480018.285714287, 'io_time': 6.26757990177213e-08, 'read_seconds': 0.0, 'write_seconds': 3.592265258995234e-07}, 'front-end': {'cpu_utilization': 22.759232583117655, 'throttles': 0.00016465117628169866, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 886482651.4285715, 'io_time': 6.437577700498804e-08, 'read_seconds': 0.0, 'write_seconds': 3.6452531120349446e-07}, 'orders': {'cpu_utilization': 4.283022363574758, 'throttles': 0.02395696752237904, 'processes': 0, 'load_average': 0.0, 'threads': 153.88235294117646, 'memory_utilization': 460545807.0588235, 'io_time': 6.456181426537932e-08, 'read_seconds': 0.0, 'write_seconds': 3.6161185491613566e-07}, 'payment': {'cpu_utilization': 0.42384477491288797, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 14033408.0, 'io_time': 6.327610843260285e-08, 'read_seconds': 0.0, 'write_seconds': 3.525014927145751e-07}, 'shipping': {'cpu_utilization': 0.7411012946488928, 'throttles': 0.024975099141828393, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423401984.0, 'io_time': 6.816443192655341e-08, 'read_seconds': 0.0, 'write_seconds': 3.721531774539151e-07}, 'user': {'cpu_utilization': 7.66939530682616, 'throttles': 0.0008846593296868003, 'processes': 0, 'load_average': 0.0, 'threads': 49.6, 'memory_utilization': 26951406.933333334, 'io_time': 6.419656351936996e-08, 'read_seconds': 0.0, 'write_seconds': 3.7032594241585496e-07}}","{'catalogue': 2.2, 'front-end': 2.2, 'payment': 1.2, 'user': 1.2, 'carts': 5.0, 'orders': 3.6, 'shipping': 2.6}",260.88394043732757,None,0.0,120.0,"[0, '98.51107011070107', '98.76501547987623', '99.01334183161447', '180.1729910714295', '163.29874097962312', '176.40446332597085', '168.51923076923276', '165.25641283755175', '155.33516483516505', '169.95303867403564', '162.41037735849193', '162.41037735849193']"
70,8,2024-11-27 19:07:31.226947,7,"{'min': 701, 'max': 800}",747.6999999999999,250.0,194.20391304347768,18.0,0.1489901036488507,64.15482535405877,3,"{'carts': 5.0, 'catalogue': 2.2, 'front-end': 2.2, 'orders': 3.6, 'payment': 1.2, 'shipping': 2.6, 'user': 1.2}","{'carts': {'cpu_utilization': 13.981743924024142, 'throttles': 0.283973918813685, 'processes': 0, 'load_average': 0.0, 'threads': 210.14285714285714, 'memory_utilization': 485786770.28571427, 'io_time': 8.055033964094574e-08, 'read_seconds': 0.0, 'write_seconds': 4.3089679983209193e-07}, 'catalogue': {'cpu_utilization': 8.202157249304127, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22377033.14285714, 'io_time': 9.49027328167653e-08, 'read_seconds': 0.0, 'write_seconds': 5.140091127718188e-07}, 'front-end': {'cpu_utilization': 28.664183830997363, 'throttles': 0.004046991864173747, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 894081979.7333333, 'io_time': 8.741049746461822e-08, 'read_seconds': 0.0, 'write_seconds': 4.667103667695139e-07}, 'orders': {'cpu_utilization': 4.586847479713826, 'throttles': 0.09804846007783974, 'processes': 0, 'load_average': 0.0, 'threads': 153.75, 'memory_utilization': 460918784.0, 'io_time': 9.446708476451159e-08, 'read_seconds': 0.0, 'write_seconds': 5.118779043094674e-07}, 'payment': {'cpu_utilization': 0.570674136548952, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 13971968.0, 'io_time': 8.836179639394802e-08, 'read_seconds': 0.0, 'write_seconds': 4.7106657198705183e-07}, 'shipping': {'cpu_utilization': 0.6735920705720451, 'throttles': 0.01231679269051051, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423331976.53333336, 'io_time': 8.708529464417477e-08, 'read_seconds': 0.0, 'write_seconds': 4.86319855060795e-07}, 'user': {'cpu_utilization': 9.719547884945639, 'throttles': 0.0019410054716808938, 'processes': 0, 'load_average': 0.0, 'threads': 49.0, 'memory_utilization': 26800420.57142857, 'io_time': 8.803705709960945e-08, 'read_seconds': 0.0, 'write_seconds': 4.836971669287325e-07}}","{'payment': 1.0, 'carts': 5.0, 'catalogue': 2.2, 'front-end': 2.2, 'orders': 3.6, 'shipping': 2.6, 'user': 1.2}",258.35873839753646,None,0.0,120.0,"[0, '98.72566668519978', '182.90674712123433', '155.30038022813721', '133.50485436893214', '210.56666666666698', '199.92598425197008', '190.35574018126823', '190.47381527599444', '185.0945945945962', '179.91703296703082', '194.20391304347768', '194.20391304347768']"
71,9,2024-11-27 19:09:35.464004,7,"{'min': 701, 'max': 800}",688.1658734126588,250.0,182.05319058672396,17.8,0.19222599195122178,85.82046539913765,4,"{'carts': 5.0, 'catalogue': 2.2, 'front-end': 2.2, 'orders': 3.6, 'payment': 1.0, 'shipping': 2.6, 'user': 1.2}","{'carts': {'cpu_utilization': 14.451442846287211, 'throttles': 0.2660413673519624, 'processes': 0, 'load_average': 0.0, 'threads': 211.0, 'memory_utilization': 485992448.0, 'io_time': 6.290454326292757e-08, 'read_seconds': 0.0, 'write_seconds': 2.805291684727632e-07}, 'catalogue': {'cpu_utilization': 8.163065297023389, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22286921.14285714, 'io_time': 6.948255374252078e-08, 'read_seconds': 0.0, 'write_seconds': 2.8951064059743457e-07}, 'front-end': {'cpu_utilization': 30.90930168988767, 'throttles': 0.003716415496987068, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 898495829.3333334, 'io_time': 6.960252047497576e-08, 'read_seconds': 0.0, 'write_seconds': 2.7087301706618194e-07}, 'orders': {'cpu_utilization': 4.350531656892403, 'throttles': 0.05891205459991711, 'processes': 0, 'load_average': 0.0, 'threads': 153.66666666666666, 'memory_utilization': 460513006.93333334, 'io_time': 6.685023106793863e-08, 'read_seconds': 0.0, 'write_seconds': 2.7214884824329477e-07}, 'payment': {'cpu_utilization': 0.6962070690610868, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 13932032.0, 'io_time': 6.6593969033183e-08, 'read_seconds': 0.0, 'write_seconds': 2.707553686397854e-07}, 'shipping': {'cpu_utilization': 0.7254980955837835, 'throttles': 0.004346095177091229, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423340987.73333335, 'io_time': 6.91746459228869e-08, 'read_seconds': 0.0, 'write_seconds': 2.77581452867931e-07}, 'user': {'cpu_utilization': 10.852716022755814, 'throttles': 0.0030983784717254414, 'processes': 0, 'load_average': 0.0, 'threads': 49.0, 'memory_utilization': 26859008.0, 'io_time': 7.116231211790055e-08, 'read_seconds': 0.0, 'write_seconds': 2.9567214292769366e-07}}","{'catalogue': 1.8, 'payment': 0.8, 'shipping': 2.1, 'carts': 5.0, 'front-end': 2.2, 'orders': 3.6, 'user': 1.2}",267.8736559858616,None,0.0,120.0,"[0, '215.3975155279496', '177.58644859813103', '223.74096385542117', '206.22487755648137', '192.91666666666652', '184.96648518513138', '193.6591760299612', '201.83364928909765', '195.90450928382162', '188.20593293207185', '182.05319058672396', '182.05319058672396']"
72,10,2024-11-27 19:11:44.458532,7,"{'min': 701, 'max': 800}",777.2634736526347,250.0,189.26756016875305,16.7,0.15226579387320247,64.36625772429326,3,"{'carts': 5.0, 'catalogue': 1.8, 'front-end': 2.2, 'orders': 3.6, 'payment': 0.8, 'shipping': 2.1, 'user': 1.2}","{'carts': {'cpu_utilization': 16.804291580349744, 'throttles': 0.3661168337526108, 'processes': 0, 'load_average': 0.0, 'threads': 211.0, 'memory_utilization': 486179328.0, 'io_time': 7.025007398637358e-08, 'read_seconds': 0.0, 'write_seconds': 1.4482835158203142e-07}, 'catalogue': {'cpu_utilization': 9.797817365765269, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 69.0, 'memory_utilization': 22347264.0, 'io_time': 7.012278584995447e-08, 'read_seconds': 0.0, 'write_seconds': 1.4340900564635136e-07}, 'front-end': {'cpu_utilization': 31.567909645468088, 'throttles': 0.0032103545771574936, 'processes': 0, 'load_average': 0.0, 'threads': 21.0, 'memory_utilization': 889849735.5294118, 'io_time': 7.042211180415879e-08, 'read_seconds': 0.0, 'write_seconds': 1.468234640393087e-07}, 'orders': {'cpu_utilization': 4.433052577873366, 'throttles': 0.051215621788847775, 'processes': 0, 'load_average': 0.0, 'threads': 153.8235294117647, 'memory_utilization': 460686757.64705884, 'io_time': 7.027350102768805e-08, 'read_seconds': 0.0, 'write_seconds': 1.5193632715961138e-07}, 'payment': {'cpu_utilization': 0.9096016385451986, 'throttles': 0.0010181500028365554, 'processes': 0, 'load_average': 0.0, 'threads': 42.0, 'memory_utilization': 13945916.235294119, 'io_time': 7.029163601810438e-08, 'read_seconds': 0.0, 'write_seconds': 1.532914054088252e-07}, 'shipping': {'cpu_utilization': 0.8222155859061577, 'throttles': 0.0, 'processes': 0, 'load_average': 0.0, 'threads': 147.0, 'memory_utilization': 423413248.0, 'io_time': 7.025431836576103e-08, 'read_seconds': 0.0, 'write_seconds': 1.5080068783316856e-07}, 'user': {'cpu_utilization': 10.853957592017723, 'throttles': 0.005314542916544139, 'processes': 0, 'load_average': 0.0, 'threads': 49.2, 'memory_utilization': 26975709.866666667, 'io_time': 7.001997775027154e-08, 'read_seconds': 0.0, 'write_seconds': 1.4313576900097912e-07}}","{'payment': 0.7, 'shipping': 1.8, 'carts': 5.0, 'catalogue': 1.8, 'front-end': 2.2, 'orders': 3.6, 'user': 1.2}",253.6338178930463,None,0.0,120.0,"[0, '209.7253218884116', '174.14510972476882', '157.6712736618685', '144.53937007873887', '171.54215851602117', '195.25483870967886', '185.10820895522454', '174.86526946107736', '165.06402793946125', '174.58300589390876', '189.26756016875305', '189.26756016875305']"
